[20:40:20] ⠧ Refining the Approach (esc to cancel, 53s)
[20:47:32] ⠧ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠇ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠏ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠋ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠙ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠹ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠸ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠼ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠴ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠦ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠧ Processing Audit Images (esc to cancel, 2m 31s)
[20:47:32] ⠧ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠇ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠏ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠋ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠙ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠹ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠸ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠼ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠴ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠦ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠧ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠇ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠏ Processing Audit Images (esc to cancel, 2m 32s)
[20:47:32] ⠏ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠋ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠙ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠹ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠸ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠼ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠴ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠦ Processing Audit Images (esc to cancel, 2m 33s)
[20:47:32] ⠦ Considering the Screenshots (esc to cancel, 2m 33s)
[20:47:32] ⠧ Considering the Screenshots (esc to cancel, 2m 33s)
[20:47:32] ⠇ Considering the Screenshots (esc to cancel, 2m 33s)
[20:47:32] ⠏ Considering the Screenshots (esc to cancel, 2m 33s)
[20:47:32] ⠋ Considering the Screenshots (esc to cancel, 2m 33s)
[20:47:32] ⠙ Considering the Screenshots (esc to cancel, 2m 33s)
[20:47:32] ⠙ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠹ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠸ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠼ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠴ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠦ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠧ Considering the Screenshots (esc to cancel, 2m 34s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 34s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 35s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 36s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] [?25l⠙ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 37s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 38s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 39s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 40s)
[20:47:32] ⠙ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠹ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠸ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠼ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠴ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠦ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠧ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠇ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠏ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠋ Organizing the Images (esc to cancel, 2m 41s)
[20:47:32] ⠋ Analyzing Image Journal Entries (esc to cancel, 2m 41s)
[20:47:32] ⠙ Analyzing Image Journal Entries (esc to cancel, 2m 41s)
[20:47:32] ⠹ Analyzing Image Journal Entries (esc to cancel, 2m 41s)
[20:47:32] ⠸ Analyzing Image Journal Entries (esc to cancel, 2m 41s)
[20:47:32] ⠸ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠼ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠴ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠦ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠧ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠇ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠏ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠋ Analyzing Image Journal Entries (esc to cancel, 2m 42s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 42s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 42s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 42s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 42s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 42s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 42s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 43s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 44s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] [?25l⠦ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 45s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 46s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 47s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 48s)
[20:47:32] ⠦ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠧ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠇ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠏ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠋ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠙ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠹ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠸ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠼ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠴ Matching Images to Descriptions (esc to cancel, 2m 49s)
[20:47:32] ⠴ Analyzing Session Data (esc to cancel, 2m 49s)
[20:47:32] ⠦ Analyzing Session Data (esc to cancel, 2m 49s)
[20:47:32] ⠧ Analyzing Session Data (esc to cancel, 2m 49s)
[20:47:32] ⠇ Analyzing Session Data (esc to cancel, 2m 49s)
[20:47:32] ⠇ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠏ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠋ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠙ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠹ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠸ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠼ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠴ Analyzing Session Data (esc to cancel, 2m 50s)
[20:47:32] ⠴ Executing Association Steps (esc to cancel, 2m 50s)
[20:47:32] ⠦ Executing Association Steps (esc to cancel, 2m 50s)
[20:47:32] ⠧ Executing Association Steps (esc to cancel, 2m 50s)
[20:47:32] ⠇ Executing Association Steps (esc to cancel, 2m 50s)
[20:47:32] ⠏ Executing Association Steps (esc to cancel, 2m 50s)
[20:47:32] ⠋ Executing Association Steps (esc to cancel, 2m 50s)
[20:47:32] ⠋ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠙ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠹ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠸ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠼ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠴ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠦ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠧ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠇ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠏ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠋ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠙ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠹ Executing Association Steps (esc to cancel, 2m 51s)
[20:47:32] ⠹ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠸ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠼ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠴ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠦ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠧ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠇ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠏ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠋ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠙ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠹ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠸ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠼ Executing Association Steps (esc to cancel, 2m 52s)
[20:47:32] ⠼ Executing Association Steps (esc to cancel, 2m 53s)
[20:47:32] ⠴ Executing Association Steps (esc to cancel, 2m 53s)
[20:47:32] ⠦ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠧ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠇ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] [?25l⠇ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠏ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠋ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠙ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠹ Executing Association Steps (esc to cancel, 2m 53s)
[20:48:55] ⠹ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠸ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠼ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠴ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠦ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠧ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠇ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠏ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠋ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠙ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠹ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠸ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠼ Executing Association Steps (esc to cancel, 2m 54s)
[20:48:55] ⠼ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠴ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠦ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠧ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠇ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠏ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠋ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠙ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠹ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠸ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠼ Executing Association Steps (esc to cancel, 2m 55s)
[20:48:55] ⠴ Executing Association Steps (esc to cancel, 2m 55s)
